,duration,srcbytes,dstbytes,land,wrongfragment,urgent,hot,numfailedlogins,loggedin,numcompromised,rootshell,suattempted,numfilecreations,numshells,numaccessfiles,ishostlogin,count,srvcount,serrorrate,rerrorrate,samesrvrate,diffsrvrate,srvdiffhostrate,dsthostcount,dsthostsrvcount,dsthostdiffsrvrate,dsthostsamesrcportrate,dsthostsrvdiffhostrate,protocol_encoded,service_encoded,flag_encoded
39047,0,310,1122,0,0,0,0,0,1,0,0,0,0,0,0,0,3,73,0.0,0.0,1.0,0.0,0.12,3,255,0.0,0.33,0.03,80114.2882489848,6006.81136893252,20938.455295185224
66713,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,31,46,0.06,0.9,0.04,80114.2882489848,143597.02653061223,20938.455295185224
45371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,1.0,0.0,0.23,0.08,0.0,255,6,0.07,0.02,0.0,80114.2882489848,392462.37577815505,0.02536512582135376
42664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,3,1.0,0.0,0.03,0.08,0.0,255,3,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
22818,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,187,171,0.02,0.01,0.0,141.21503368238513,90075.67057154624,20938.455295185224
9745,0,44,95,0,0,0,0,0,0,0,0,0,0,0,0,0,244,248,0.0,0.0,1.0,0.0,0.01,255,219,0.01,0.01,0.0,141.21503368238513,130.25666261196506,20938.455295185224
70255,1,256,9428,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,255,248,0.01,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
46033,0,1258,2451,0,0,0,28,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,255,131,0.02,0.0,0.0,80114.2882489848,789039.1043329532,20938.455295185224
112517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,4,0.0,1.0,0.02,0.07,0.0,255,4,0.07,0.0,0.0,80114.2882489848,0.5030581039755352,444704.5544174136
43257,4,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,255,245,0.01,0.02,0.0,141.21503368238513,90075.67057154624,20938.455295185224
86763,0,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0.0,0.0,1.0,0.0,0.67,108,55,0.05,0.16,0.04,80114.2882489848,143597.02653061223,20938.455295185224
100840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,17,0.0,1.0,0.06,0.06,0.0,255,17,0.07,0.0,0.0,80114.2882489848,1155332.1003717473,444704.5544174136
83508,2,733,330,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,0.0,1.0,223,118,0.03,0.0,0.02,80114.2882489848,32667.764255435526,20938.455295185224
72003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1,0.05,0.93,0.01,1.0,0.0,255,1,0.79,0.0,0.0,80114.2882489848,90075.67057154624,0.0
106283,0,44,145,0,0,0,0,0,0,0,0,0,0,0,0,0,72,152,0.0,0.0,1.0,0.0,0.01,255,254,0.01,0.0,0.0,141.21503368238513,130.25666261196506,20938.455295185224
122757,0,283,1260,0,0,0,0,0,1,0,0,0,0,0,0,0,41,43,0.0,0.0,1.0,0.0,0.07,152,255,0.0,0.01,0.02,80114.2882489848,6006.81136893252,20938.455295185224
84413,0,239,2431,0,0,0,0,0,1,0,0,0,0,0,0,0,7,8,0.0,0.0,1.0,0.0,0.25,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
108558,0,774,325,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,139,83,0.04,0.01,0.0,80114.2882489848,32667.764255435526,20938.455295185224
50719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,18,1.0,0.0,0.06,0.06,0.0,255,6,0.07,0.0,0.0,80114.2882489848,392462.37577815505,0.02536512582135376
53474,30619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0,1.0,0.0,0.0,255,2,0.72,1.0,0.0,80114.2882489848,0.0013623978201634877,889347.3907476249
76200,0,1199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1,1,0.0,1.0,0.0,80114.2882489848,143597.02653061223,20938.455295185224
117867,0,329,624,0,0,0,0,0,1,0,0,0,0,0,0,0,8,9,0.0,0.0,1.0,0.0,0.22,8,255,0.0,0.12,0.05,80114.2882489848,6006.81136893252,20938.455295185224
56771,0,43,69,0,0,0,0,0,0,0,0,0,0,0,0,0,229,233,0.0,0.0,1.0,0.0,0.01,255,218,0.01,0.0,0.0,141.21503368238513,130.25666261196506,20938.455295185224
25579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,20,1.0,0.0,0.15,0.06,0.0,255,1,0.07,0.0,0.0,80114.2882489848,190410.34806629835,0.02536512582135376
84961,0,144,51836,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
59420,0,207,1832,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0.0,0.0,1.0,0.0,0.0,186,255,0.0,0.01,0.01,80114.2882489848,6006.81136893252,20938.455295185224
96948,0,321,3833,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.0,0.0,1.0,0.0,0.4,16,255,0.0,0.06,0.05,80114.2882489848,6006.81136893252,20938.455295185224
9111,0,45,77,0,0,0,0,0,0,0,0,0,0,0,0,0,276,275,0.0,0.0,1.0,0.01,0.0,255,254,0.01,0.0,0.0,141.21503368238513,130.25666261196506,20938.455295185224
103796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,17,1.0,0.0,0.06,0.05,0.0,255,17,0.05,0.0,0.0,80114.2882489848,789039.1043329532,0.02536512582135376
88743,2,1666,330,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,1.0,28,21,0.11,0.04,0.0,80114.2882489848,32667.764255435526,20938.455295185224
124003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,18,1.0,0.0,0.13,0.06,0.0,255,15,0.07,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
20757,0,162,433,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,0.0,0.0,1.0,0.0,0.19,2,255,0.0,0.5,0.06,80114.2882489848,6006.81136893252,20938.455295185224
79556,0,243,4110,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,80,255,0.0,0.01,0.04,80114.2882489848,6006.81136893252,20938.455295185224
120695,0,192,16287,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,14,255,0.0,0.07,0.01,80114.2882489848,6006.81136893252,20938.455295185224
51226,0,9,284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1,16,0.0,1.0,0.12,80114.2882489848,392462.37577815505,20938.455295185224
17517,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,1.0,0.0,0.0,255,74,0.2,0.29,0.0,342.9415600096595,878.9954427083334,20938.455295185224
16181,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.01,0.0,141.21503368238513,130.25666261196506,20938.455295185224
63123,0,347,307,0,0,0,0,0,1,0,0,0,0,0,0,0,37,37,0.0,0.0,1.0,0.0,0.0,229,255,0.0,0.0,0.03,80114.2882489848,6006.81136893252,20938.455295185224
123918,0,294,2676,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
5408,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,0.0,0.0,1.0,0.0,0.0,255,255,0.0,1.0,0.0,342.9415600096595,878.9954427083334,20938.455295185224
8727,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,255,171,0.01,0.67,0.0,141.21503368238513,96.0,20938.455295185224
88380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,20,0.0,1.0,0.14,0.05,0.0,255,20,0.05,0.0,0.0,80114.2882489848,90075.67057154624,0.0
30166,0,266,12164,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,255,239,0.01,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
92844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,23,1.0,0.0,0.1,0.05,0.0,255,23,0.06,0.0,0.0,80114.2882489848,165.6816720257235,0.02536512582135376
107528,0,290,4782,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,0.0,0.0,1.0,0.0,0.0,13,255,0.0,0.08,0.05,80114.2882489848,6006.81136893252,20938.455295185224
28815,0,213,1498,0,0,0,0,0,1,0,0,0,0,0,0,0,20,51,0.0,0.0,1.0,0.0,0.08,72,255,0.0,0.01,0.04,80114.2882489848,6006.81136893252,20938.455295185224
20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,14,1.0,0.0,0.12,0.08,0.0,255,20,0.07,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
7965,0,175337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,255,82,0.03,0.32,0.0,80114.2882489848,143597.02653061223,20938.455295185224
66262,0,7,147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,255,4,0.06,0.0,0.0,80114.2882489848,392462.37577815505,20938.455295185224
110654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.11,0.88,0.0,1.0,0.0,255,1,1.0,0.0,0.0,80114.2882489848,312548.73411332874,0.0
5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,19,1.0,0.0,0.09,0.06,0.0,255,19,0.06,0.0,0.0,80114.2882489848,0.0017761989342806395,0.02536512582135376
28363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,5,1.0,0.0,0.02,0.05,0.0,255,5,0.05,0.0,0.0,80114.2882489848,0.0017761989342806395,0.02536512582135376
121173,0,181,5830,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
45169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,10,1.0,0.0,0.04,0.06,0.0,255,9,0.09,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
51815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,7,1.0,0.0,0.03,0.07,0.0,255,7,0.08,0.0,0.0,80114.2882489848,6006.81136893252,0.02536512582135376
62137,2,3337,331,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,201,118,0.02,0.0,0.02,80114.2882489848,32667.764255435526,20938.455295185224
57144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,1.0,0.0,0.06,0.05,0.0,255,5,0.05,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
26506,0,208,461,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,31,255,0.0,0.03,0.02,80114.2882489848,6006.81136893252,20938.455295185224
4376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,0.83,0.0,0.01,0.06,0.0,255,17,0.06,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
14867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,20,1.0,0.0,0.15,0.06,0.0,255,7,0.09,0.0,0.0,80114.2882489848,98.89044289044288,0.02536512582135376
65470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,13,0.0,1.0,0.06,0.06,0.0,255,13,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.0
122782,1,1487,367,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,0.0,1.0,125,181,0.02,0.01,0.01,80114.2882489848,32667.764255435526,20938.455295185224
11888,0,309,1958,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,0.0,0.0,1.0,0.0,0.0,6,255,0.0,0.17,0.04,80114.2882489848,6006.81136893252,20938.455295185224
57495,0,206,955,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.01,0.0,80114.2882489848,6006.81136893252,20938.455295185224
44337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,7,1.0,0.0,0.03,0.07,0.0,255,7,0.07,0.0,0.0,80114.2882489848,0.0017761989342806395,0.02536512582135376
116471,0,214,2483,0,0,0,0,0,1,0,0,0,0,0,0,0,22,37,0.0,0.0,1.0,0.0,0.05,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
95595,0,223,2043,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,8,255,0.0,0.12,0.04,80114.2882489848,6006.81136893252,20938.455295185224
5249,0,303,2698,0,0,0,0,0,1,0,0,0,0,0,1,0,1,7,0.0,0.0,1.0,0.0,0.29,255,251,0.01,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
58393,0,379,370,0,0,0,0,0,1,0,0,0,0,0,0,0,21,21,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
40702,0,219,4624,0,0,0,0,0,1,0,0,0,0,0,0,0,36,36,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
62364,0,1126,499,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,27,244,0.0,0.04,0.01,80114.2882489848,32667.764255435526,20938.455295185224
4605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,16,1.0,0.0,0.06,0.07,0.0,255,15,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
99026,0,209,3127,0,0,0,0,0,1,0,0,0,0,0,0,0,19,26,0.0,0.0,1.0,0.0,0.08,117,255,0.0,0.01,0.02,80114.2882489848,6006.81136893252,20938.455295185224
94082,0,320,2280,0,0,0,0,0,1,0,0,0,0,0,0,0,15,15,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
82277,0,43,84,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0.0,0.0,1.0,0.0,0.0,255,203,0.01,0.0,0.0,141.21503368238513,130.25666261196506,20938.455295185224
116988,37572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0,1.0,0.0,0.0,255,2,0.5,1.0,0.0,80114.2882489848,90075.67057154624,889347.3907476249
50343,0,960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,0.0,0.75,146,72,0.03,0.49,0.0,80114.2882489848,143597.02653061223,20938.455295185224
78517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,15,1.0,0.0,0.07,0.06,0.0,255,13,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
96580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1,1.0,0.0,0.0,0.06,0.0,255,2,0.07,0.0,0.0,80114.2882489848,0.001455604075691412,0.02536512582135376
58569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1,0.0,1.0,0.01,0.07,0.0,255,1,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.0
75122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,6,0.0,1.0,0.03,0.07,0.0,255,6,0.07,0.0,0.0,80114.2882489848,55.479789103690685,0.0
83995,0,289,3158,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,154,255,0.0,0.01,0.01,80114.2882489848,6006.81136893252,20938.455295185224
15873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,16,1.0,0.0,0.15,0.06,0.0,255,9,0.07,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
75181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,9,1.0,0.0,0.13,0.08,0.0,255,9,0.05,0.0,0.0,80114.2882489848,0.0022172949002217295,0.02536512582135376
18324,0,226,2150,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,0.0,0.0,1.0,0.0,0.0,212,255,0.0,0.0,0.02,80114.2882489848,6006.81136893252,20938.455295185224
62895,0,228,1512,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
57775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,1.0,0.0,0.01,0.07,0.0,255,1,0.07,0.0,0.0,80114.2882489848,0.0023094688221709007,0.02536512582135376
118393,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,150,230,0.0,0.0,1.0,0.0,0.01,255,255,0.0,0.01,0.0,141.21503368238513,130.25666261196506,20938.455295185224
102276,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,110,84,0.04,0.32,0.04,141.21503368238513,130.25666261196506,20938.455295185224
83686,1,1672,365,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,0.0,1.0,115,213,0.03,0.01,0.01,80114.2882489848,32667.764255435526,20938.455295185224
5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,1.0,0.0,0.39,0.18,0.0,255,12,0.08,0.0,0.0,80114.2882489848,392462.37577815505,0.02536512582135376
35296,0,279,317,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,0.0,0.0,1.0,0.0,0.0,19,255,0.0,0.05,0.05,80114.2882489848,6006.81136893252,20938.455295185224
95468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,9,0.0,1.0,0.06,0.06,0.0,255,9,0.07,0.0,0.0,80114.2882489848,98.89044289044288,444704.5544174136
