,x,y,z,subject
268,0.03,0.02,1.0,1
269,0.04,0.02,1.0,1
270,0.04,0.02,1.0,1
271,0.04,0.02,1.0,1
272,0.04,0.02,1.0,1
273,0.04,0.02,1.0,1
274,0.04,0.03,1.0,1
275,0.04,0.02,1.0,1
276,0.04,0.03,1.0,1
277,0.04,0.02,1.0,1
278,0.04,0.02,1.0,1
279,0.03,0.02,1.0,1
280,0.04,0.02,1.0,1
281,0.04,0.02,1.0,1
282,0.04,0.02,1.0,1
283,0.03,0.03,1.0,1
284,0.04,0.02,1.0,1
285,0.04,0.02,1.0,1
286,0.04,0.02,1.0,1
287,0.04,0.02,1.0,1
288,0.04,0.02,1.0,1
289,0.04,0.02,1.0,1
290,0.04,0.02,1.0,1
291,0.04,0.02,1.0,1
292,0.04,0.02,1.0,1
293,0.03,0.04,1.0,1
294,0.04,0.03,1.01,1
295,0.02,0.03,1.05,1
296,0.05,-0.11,1.0,1
297,0.07,-0.18,1.0,1
298,0.0,-0.51,0.74,1
299,-0.04,-0.52,0.82,1
300,-0.03,-0.76,0.69,1
301,0.06,-0.71,0.63,1
302,0.02,-0.8,0.48,1
303,0.02,-0.85,0.55,1
304,0.0,-0.8,0.57,1
305,0.0,-0.76,0.57,1
306,0.03,-0.62,0.78,1
307,-0.03,-0.5,0.94,1
308,-0.02,-0.42,0.87,1
309,-0.04,-0.35,0.93,1
310,0.03,-0.41,0.93,1
311,0.04,-0.22,1.01,1
312,0.04,-0.07,1.01,1
313,0.02,0.04,1.02,1
314,0.04,0.02,1.0,1
315,0.04,0.02,1.0,1
316,0.04,0.02,1.0,1
317,0.04,0.02,1.0,1
318,0.03,0.02,1.0,1
319,0.04,0.02,1.0,1
320,0.04,0.02,1.0,1
321,0.04,0.02,1.0,1
322,0.04,0.02,1.0,1
323,0.03,0.02,1.0,1
324,0.04,0.02,1.0,1
325,0.04,0.02,1.0,1
326,0.04,0.02,1.0,1
327,0.04,0.02,1.0,1
328,0.04,0.02,1.0,1
329,0.04,0.02,1.0,1
330,0.04,0.03,1.0,1
331,0.04,0.02,1.0,1
332,0.04,0.02,1.0,1
333,0.04,0.02,1.0,1
334,0.04,0.02,1.0,1
335,0.04,0.02,1.0,1
336,0.04,0.02,1.0,1
337,0.04,0.02,1.0,1
338,0.03,0.03,1.0,1
339,0.04,0.02,1.0,1
340,0.04,0.02,1.0,1
341,0.03,0.02,1.0,1
342,0.04,0.02,1.0,1
343,0.04,0.02,1.0,1
344,0.04,0.02,1.0,1
345,0.04,0.02,1.0,1
346,0.04,0.02,1.0,1
347,0.04,0.03,1.0,1
348,0.04,0.03,1.0,1
349,0.04,0.03,1.0,1
350,0.04,0.02,1.0,1
351,0.04,0.03,1.0,1
0,0.04,0.03,1.0,2
1,0.04,0.03,1.0,2
2,0.04,0.02,1.0,2
3,0.04,0.02,1.0,2
4,0.04,0.02,1.0,2
5,0.04,0.03,1.0,2
6,0.04,0.02,1.0,2
7,0.04,0.03,1.0,2
8,0.04,0.03,1.0,2
9,0.04,0.03,1.0,2
10,0.04,0.02,1.0,2
11,0.04,0.03,1.0,2
12,0.04,0.03,1.0,2
13,0.04,0.02,1.0,2
14,0.04,0.03,1.0,2
15,0.04,0.02,1.0,2
16,0.04,0.03,1.0,2
17,0.04,0.04,1.01,2
18,0.03,0.07,1.01,2
19,-0.0,-0.01,1.07,2
20,0.01,-0.13,0.88,2
21,0.01,-0.55,0.9,2
22,0.0,-0.49,0.84,2
23,0.0,-0.58,0.68,2
24,0.05,-0.63,0.38,2
25,-0.14,-0.91,0.39,2
26,0.05,-1.06,0.35,2
27,-0.04,-0.96,0.53,2
28,0.1,-0.76,0.69,2
29,0.18,-0.16,0.82,2
30,0.05,0.0,1.15,2
31,0.1,0.02,1.03,2
32,0.04,0.04,1.12,2
33,-0.02,-0.01,1.25,2
34,0.05,0.04,1.16,2
35,0.07,-0.08,1.01,2
36,0.04,0.02,1.0,2
37,0.04,0.02,1.01,2
38,0.04,0.02,1.0,2
39,0.04,0.02,1.01,2
40,0.05,0.03,1.0,2
41,0.04,0.02,1.0,2
42,0.04,0.02,1.0,2
43,0.04,0.03,1.0,2
44,0.04,0.02,1.0,2
45,0.04,0.02,1.0,2
46,0.04,0.03,1.0,2
47,0.04,0.03,1.0,2
48,0.04,0.03,1.0,2
49,0.04,0.03,1.0,2
50,0.04,0.02,1.0,2
51,0.04,0.03,1.0,2
52,0.04,0.03,1.0,2
53,0.04,0.02,1.0,2
54,0.04,0.03,1.0,2
55,0.04,0.03,1.0,2
56,0.04,0.02,1.0,2
57,0.04,0.02,1.0,2
58,0.04,0.03,1.0,2
59,0.04,0.02,1.0,2
60,0.04,0.03,1.0,2
61,0.04,0.02,1.0,2
62,-0.02,0.02,1.01,2
63,0.07,0.07,0.95,2
64,0.07,-0.17,0.96,2
65,0.09,-0.41,0.99,2
66,0.12,-0.31,0.79,2
67,0.07,-0.69,0.66,2
68,0.05,-0.85,0.43,2
69,-0.05,-0.98,0.64,2
70,-0.08,-0.91,0.54,2
71,-0.04,-0.85,0.64,2
72,-0.04,-0.46,0.65,2
73,0.04,-0.05,1.06,2
74,-0.05,0.1,0.89,2
75,-0.04,0.2,1.0,2
76,0.02,0.1,1.01,2
77,0.04,0.05,1.01,2
78,-0.04,0.04,1.12,2
79,0.02,0.02,1.0,2
80,0.04,0.02,1.0,2
81,0.04,0.03,1.0,2
82,0.04,0.02,1.0,2
83,0.04,0.02,1.0,2
84,0.04,0.03,1.0,2
85,0.04,0.03,1.0,2
86,0.04,0.02,1.0,2
87,0.04,0.03,1.0,2
88,0.04,0.03,1.0,2
89,0.04,0.03,1.0,2
90,0.04,0.03,1.0,2
91,0.04,0.02,1.0,2
92,0.04,0.03,1.0,2
93,0.04,0.02,1.0,2
94,0.04,0.03,1.0,2
95,0.04,0.03,1.0,2
96,0.04,0.02,1.0,2
97,0.04,0.02,1.0,2
98,0.04,0.02,1.0,2
99,0.04,0.03,1.0,2
100,0.04,0.02,1.0,2
101,0.04,0.02,1.0,2
102,0.04,0.02,1.0,2
103,0.04,0.02,1.0,2
104,0.05,0.02,1.01,2
105,0.04,-0.0,1.02,2
106,0.02,-0.04,1.15,2
107,0.05,-0.12,0.88,2
108,0.04,-0.25,0.69,2
109,0.02,-0.68,0.76,2
110,0.0,-0.9,0.6,2
111,-0.07,-0.83,0.5,2
112,-0.0,-0.79,0.35,2
113,-0.03,-1.09,0.45,2
114,0.02,-0.77,0.32,2
115,0.0,-0.58,0.52,2
116,0.04,0.21,1.21,2
117,0.05,0.14,0.94,2
118,0.16,0.14,1.14,2
119,-0.04,0.08,1.0,2
120,0.04,0.03,1.0,2
121,0.03,0.02,1.0,2
122,0.04,0.02,1.0,2
123,0.04,0.03,1.0,2
124,0.04,0.03,1.0,2
125,0.04,0.03,1.0,2
126,0.04,0.02,1.0,2
127,0.04,0.02,1.0,2
128,0.04,0.02,1.0,2
129,0.04,0.03,1.0,2
130,0.04,0.02,1.0,2
131,0.04,0.02,1.0,2
132,0.04,0.02,1.0,2
133,0.04,0.02,1.0,2
134,0.04,0.02,1.0,2
135,0.04,0.03,1.0,2
136,0.04,0.03,1.0,2
137,0.04,0.02,1.0,2
138,0.04,0.02,1.0,2
139,0.04,0.03,1.0,2
140,0.04,0.03,1.0,2
141,0.03,0.03,1.0,2
142,0.04,0.03,1.0,2
143,0.04,0.03,1.0,2
144,0.04,0.03,1.0,2
145,0.04,0.03,1.0,2
146,0.03,0.02,1.0,2
147,0.03,0.01,1.0,2
148,0.05,-0.15,1.04,2
149,-0.0,0.0,0.97,2
150,-0.02,-0.55,0.79,2
151,0.02,-0.68,0.76,2
152,0.06,-0.77,0.46,2
153,-0.04,-0.89,0.56,2
154,0.0,-0.75,0.41,2
155,-0.1,-0.98,0.48,2
156,-0.08,-0.62,0.6,2
157,0.04,0.11,0.75,2
158,0.08,-0.17,0.91,2
159,0.02,0.09,1.12,2
160,0.03,0.08,1.26,2
161,0.08,-0.13,0.89,2
162,0.03,0.08,1.01,2
163,0.06,0.01,1.0,2
164,0.04,0.02,1.0,2
165,0.04,0.03,1.0,2
166,0.04,0.03,1.0,2
167,0.04,0.02,1.0,2
168,0.04,0.02,1.0,2
169,0.04,0.03,1.0,2
170,0.04,0.02,1.0,2
171,0.04,0.03,1.0,2
172,0.04,0.03,1.0,2
173,0.04,0.03,1.0,2
174,0.04,0.02,1.0,2
175,0.04,0.02,1.0,2
176,0.04,0.03,1.0,2
177,0.04,0.03,1.0,2
178,0.04,0.03,1.0,2
179,0.04,0.02,1.0,2
180,0.04,0.03,1.0,2
181,0.04,0.03,1.0,2
182,0.04,0.03,1.0,2
183,0.04,0.02,1.0,2
184,0.04,0.02,1.0,2
185,0.04,0.03,1.0,2
186,0.04,0.03,1.0,2
187,0.04,0.02,1.0,2
188,0.04,0.02,1.0,2
189,0.04,0.02,1.0,2
190,0.03,0.03,1.0,2
191,0.03,0.05,1.02,2
192,0.02,-0.11,1.02,2
193,0.02,-0.21,0.82,2
194,0.05,-0.25,0.89,2
195,0.06,-0.55,0.69,2
196,-0.02,-0.7,0.29,2
197,-0.03,-0.88,0.47,2
198,-0.1,-0.81,0.3,2
199,-0.16,-0.88,0.46,2
200,0.0,-0.27,0.79,2
201,0.13,-0.08,1.09,2
202,0.07,-0.34,0.86,2
203,0.05,0.18,1.01,2
204,0.0,0.04,1.08,2
205,0.02,0.05,1.0,2
206,0.07,0.03,1.0,2
207,0.04,0.03,1.01,2
208,0.04,0.02,1.0,2
209,0.04,0.02,1.0,2
210,0.04,0.02,1.0,2
211,0.04,0.02,1.0,2
212,0.04,0.02,1.0,2
213,0.04,0.03,1.0,2
214,0.04,0.02,1.0,2
215,0.04,0.03,1.0,2
216,0.04,0.03,1.0,2
217,0.04,0.02,1.0,2
218,0.04,0.02,1.0,2
219,0.04,0.03,1.0,2
220,0.04,0.02,1.0,2
221,0.04,0.03,1.0,2
222,0.04,0.03,1.0,2
223,0.04,0.03,1.0,2
224,0.04,0.02,1.0,2
225,0.04,0.03,1.0,2
226,0.04,0.03,1.0,2
227,0.04,0.03,1.0,2
228,0.04,0.02,1.0,2
229,0.04,0.02,1.0,2
230,0.04,0.02,1.0,2
231,0.03,0.02,1.0,2
232,0.01,0.04,1.0,2
233,0.03,0.01,1.0,2
234,-0.02,-0.05,1.0,2
235,0.04,-0.29,0.99,2
236,0.0,-0.37,0.7,2
237,-0.02,-0.7,0.43,2
238,-0.05,-0.64,0.48,2
239,-0.08,-1.0,0.46,2
240,-0.08,-0.76,0.25,2
241,-0.04,-0.87,0.55,2
242,0.06,-0.63,0.85,2
243,0.11,-0.26,0.98,2
244,0.08,-0.12,1.06,2
245,0.05,0.17,1.03,2
246,-0.05,-0.13,0.92,2
247,0.06,0.0,1.0,2
248,0.04,0.03,1.0,2
249,0.04,0.03,1.0,2
250,0.04,0.03,1.0,2
251,0.04,0.03,1.0,2
252,0.04,0.02,1.0,2
253,0.04,0.02,1.0,2
254,0.04,0.03,1.0,2
255,0.04,0.03,1.0,2
256,0.03,0.03,1.0,2
257,0.04,0.03,1.0,2
258,0.04,0.02,1.0,2
259,0.04,0.02,1.0,2
260,0.04,0.02,1.0,2
261,0.04,0.03,1.0,2
262,0.04,0.03,1.0,2
263,0.04,0.03,1.0,2
264,0.04,0.03,1.0,2
265,0.04,0.03,1.0,2
266,0.04,0.03,1.0,2
267,0.04,0.02,1.0,2
268,0.04,0.03,1.0,2
269,0.04,0.03,1.0,2
270,0.04,0.03,1.0,2
271,0.04,0.02,1.0,2
272,0.04,0.03,1.0,2
273,0.04,0.02,1.0,2
274,0.04,0.03,1.0,2
275,0.04,0.03,1.0,2
276,0.04,0.03,1.0,2
277,0.04,0.03,1.0,2
278,0.03,0.02,1.0,2
279,0.02,0.05,1.0,2
280,0.05,0.0,1.06,2
281,0.06,-0.12,0.96,2
282,0.06,-0.29,0.86,2
283,-0.03,-0.44,0.83,2
284,0.02,-0.97,0.5,2
285,0.06,-0.84,0.28,2
286,0.03,-1.05,0.25,2
287,-0.06,-1.02,0.35,2
288,-0.06,-0.95,0.36,2
289,0.09,-0.11,0.8,2
290,0.02,-0.34,0.87,2
291,0.02,0.09,1.02,2
292,-0.06,0.01,1.06,2
293,-0.07,0.02,1.03,2
294,0.05,0.03,1.0,2
295,0.03,0.02,1.0,2
296,0.04,0.02,1.0,2
297,0.04,0.02,1.0,2
298,0.04,0.03,1.0,2
299,0.04,0.02,1.0,2
300,0.04,0.02,1.0,2
301,0.04,0.03,1.0,2
302,0.04,0.03,1.0,2
303,0.04,0.02,1.0,2
304,0.04,0.02,1.0,2
305,0.04,0.03,1.0,2
306,0.04,0.03,1.0,2
307,0.04,0.03,1.0,2
308,0.03,0.02,1.01,2
309,0.04,0.03,1.0,2
310,0.04,0.03,1.0,2
311,0.04,0.02,1.0,2
312,0.04,0.02,1.0,2
313,0.04,0.03,1.0,2
314,0.04,0.02,1.0,2
315,0.04,0.03,1.0,2
316,0.04,0.03,1.0,2
317,0.04,0.02,1.0,2
318,0.04,0.03,1.0,2
319,0.04,0.03,1.0,2
320,0.04,0.03,1.0,2
321,0.03,0.04,1.0,2
322,0.08,-0.14,1.05,2
323,-0.02,-0.3,0.96,2
324,0.0,-0.46,0.63,2
325,-0.05,-0.74,0.37,2
326,-0.11,-1.03,0.3,2
327,-0.07,-0.76,0.43,2
328,-0.09,-1.07,0.33,2
329,-0.06,-0.94,0.48,2
330,0.05,-0.42,0.8,2
331,0.03,-0.24,0.82,2
332,0.09,-0.09,0.9,2
333,0.02,0.03,1.0,2
334,-0.05,-0.2,1.74,2
335,0.05,-0.06,1.07,2
336,0.03,0.02,1.01,2
337,0.03,0.02,1.0,2
338,0.04,0.02,1.0,2
339,0.04,0.03,1.0,2
340,0.04,0.03,1.0,2
341,0.04,0.02,1.0,2
342,0.03,0.03,1.0,2
343,0.04,0.02,1.0,2
344,0.04,0.02,1.0,2
345,0.04,0.02,1.0,2
346,0.04,0.02,1.01,2
347,0.04,0.03,1.0,2
348,0.03,0.02,1.0,2
349,0.04,0.03,1.0,2
350,0.04,0.02,1.0,2
351,0.04,0.03,1.0,2
352,0.04,0.02,1.0,2
353,0.04,0.02,1.0,2
354,0.04,0.02,1.0,2
355,0.04,0.03,1.0,2
356,0.04,0.02,1.0,2
357,0.04,0.02,1.0,2
358,0.04,0.02,1.0,2
359,0.04,0.02,1.0,2
360,0.04,0.03,1.0,2
361,0.04,0.03,1.0,2
362,0.04,0.03,1.0,2
363,0.04,0.02,1.0,2
364,0.04,0.03,1.0,2
365,0.03,0.02,1.0,2
366,-0.0,-0.07,1.03,2
367,0.05,-0.13,0.88,2
368,0.07,-0.52,0.81,2
369,0.0,-0.86,0.43,2
370,-0.02,-0.7,0.4,2
371,-0.07,-0.95,0.38,2
372,-0.13,-1.02,0.37,2
373,-0.02,-0.71,0.45,2
374,-0.09,-0.7,0.55,2
375,0.09,0.04,0.87,2
376,0.0,-0.13,0.93,2
377,0.04,0.13,1.05,2
378,0.01,0.0,0.92,2
379,0.04,0.05,1.01,2
380,0.05,0.08,1.0,2
381,0.04,0.02,1.0,2
382,0.04,0.02,1.0,2
383,0.04,0.02,1.0,2
384,0.03,0.02,1.0,2
385,0.04,0.03,1.0,2
386,0.04,0.02,1.0,2
387,0.04,0.03,1.0,2
388,0.04,0.03,1.0,2
389,0.04,0.02,1.0,2
390,0.04,0.02,1.0,2
391,0.04,0.03,1.0,2
392,0.04,0.03,1.0,2
393,0.04,0.02,1.0,2
394,0.04,0.03,1.0,2
395,0.04,0.02,1.0,2
396,0.04,0.03,1.0,2
397,0.04,0.03,1.0,2
398,0.04,0.03,1.0,2
399,0.04,0.02,1.0,2
400,0.04,0.02,1.0,2
401,0.04,0.02,1.0,2
402,0.03,0.03,1.0,2
403,0.04,0.03,1.0,2
404,0.04,0.02,1.0,2
405,0.04,0.03,1.0,2
406,0.04,0.02,1.0,2
407,0.04,0.03,1.0,2
408,0.04,0.03,1.0,2
409,0.04,0.03,1.0,2
410,0.04,0.02,1.0,2
411,0.04,0.02,1.0,2
412,0.04,0.03,1.0,2
413,0.04,0.02,1.0,2
414,0.04,0.03,1.0,2
415,0.04,0.02,1.0,2
416,0.04,0.02,1.0,2
417,0.04,0.02,1.0,2
418,0.04,0.03,1.0,2
419,0.04,0.03,1.0,2
420,0.04,0.03,1.0,2
421,0.04,0.03,1.0,2
0,0.04,0.03,1.0,3
1,0.04,0.03,1.0,3
2,0.04,0.03,1.0,3
3,0.04,0.02,1.0,3
4,0.04,0.03,1.0,3
5,0.05,0.02,1.0,3
6,0.04,0.03,1.0,3
7,0.04,0.02,1.0,3
8,0.04,0.03,1.0,3
9,0.04,0.03,1.0,3
10,0.04,0.03,1.0,3
11,0.04,0.02,1.0,3
12,0.04,0.03,1.0,3
13,0.05,0.02,1.0,3
14,0.04,0.03,1.0,3
15,0.04,0.02,1.0,3
16,0.04,0.03,1.0,3
17,0.04,0.03,1.0,3
18,0.04,0.03,1.0,3
19,0.04,0.03,1.0,3
20,0.04,0.02,1.01,3
21,0.04,0.03,1.0,3
22,0.04,0.02,1.0,3
23,0.04,0.02,1.0,3
24,0.04,0.02,1.0,3
25,0.05,0.03,1.0,3
26,0.05,0.03,1.0,3
27,0.04,0.03,1.0,3
28,0.04,0.04,1.0,3
29,0.04,0.02,1.0,3
30,0.04,0.03,1.0,3
31,0.04,0.02,1.0,3
32,0.04,0.02,1.0,3
33,0.03,0.05,1.0,3
34,0.05,0.1,1.09,3
35,0.01,0.01,0.98,3
36,0.04,-0.14,1.03,3
37,0.07,-0.06,0.86,3
38,0.1,-0.14,0.9,3
39,0.1,-0.32,0.96,3
40,0.09,-0.46,0.83,3
41,0.09,-0.58,0.73,3
42,0.07,-0.67,0.6,3
43,0.07,-0.73,0.62,3
44,0.04,-0.59,0.56,3
45,-0.02,-0.5,1.0,3
46,0.0,-0.07,0.95,3
47,-0.06,-0.12,1.04,3
48,0.0,-0.05,1.12,3
49,0.03,0.05,1.0,3
50,0.04,0.02,1.0,3
51,0.04,0.03,1.0,3
52,0.04,0.03,1.0,3
53,0.04,0.02,1.0,3
54,0.04,0.03,1.0,3
55,0.04,0.03,1.0,3
56,0.04,0.02,1.0,3
57,0.04,0.02,1.0,3
58,0.04,0.03,1.0,3
59,0.04,0.02,1.0,3
60,0.04,0.02,1.0,3
61,0.04,0.02,1.0,3
62,0.03,0.03,1.0,3
63,0.04,0.02,1.0,3
64,0.04,0.02,1.0,3
65,0.04,0.03,1.0,3
66,0.04,0.03,1.0,3
67,0.04,0.02,1.01,3
68,0.04,0.03,1.0,3
69,0.04,0.02,1.0,3
70,0.04,0.03,1.0,3
71,0.04,0.03,1.0,3
72,0.04,0.02,1.0,3
73,0.04,0.03,1.0,3
74,0.04,0.03,1.0,3
75,0.04,0.03,1.0,3
76,0.03,0.02,1.0,3
77,0.04,0.02,1.0,3
78,0.03,0.02,1.0,3
79,0.04,0.02,1.0,3
