,x,y,z,subject
239,0.11,0.25,1.15,1
240,0.21,-0.24,1.05,1
241,0.13,-0.3,0.92,1
242,0.12,0.09,1.07,1
243,0.12,-0.15,0.91,1
244,0.11,-0.05,1.03,1
245,0.13,-0.2,0.97,1
246,0.11,-0.05,0.96,1
247,0.15,0.19,0.8,1
248,0.15,-0.24,0.97,1
249,0.17,0.51,1.17,1
250,0.12,0.0,0.92,1
251,0.07,0.05,0.98,1
252,0.04,0.02,1.06,1
253,0.04,-0.06,1.34,1
254,0.06,0.07,0.99,1
255,0.05,0.02,1.01,1
256,0.04,0.03,1.0,1
257,0.04,0.03,1.0,1
258,0.04,0.03,1.0,1
259,0.04,0.03,1.0,1
260,0.04,0.03,1.0,1
261,0.04,0.02,1.0,1
262,0.04,0.02,1.0,1
263,0.04,0.03,1.0,1
264,0.04,0.02,1.0,1
265,0.04,0.03,1.0,1
266,0.04,0.03,1.0,1
267,0.04,0.03,1.0,1
268,0.04,0.03,1.0,1
269,0.04,0.03,1.0,1
270,0.04,0.03,1.0,1
271,0.04,0.03,1.0,1
272,0.04,0.03,1.0,1
273,0.04,0.02,1.0,1
274,0.04,0.03,1.0,1
275,0.04,0.03,1.0,1
276,0.04,0.03,1.0,1
277,0.04,0.03,1.0,1
278,0.04,0.03,1.0,1
279,0.04,0.03,1.0,1
280,0.04,0.03,1.0,1
281,0.04,0.03,1.0,1
282,0.04,0.03,1.0,1
283,0.04,0.02,1.0,1
284,0.04,0.03,1.0,1
285,0.04,0.03,1.0,1
286,0.04,0.03,1.0,1
287,0.03,0.03,1.0,1
288,0.04,0.03,1.0,1
289,0.04,0.03,1.0,1
290,0.04,0.03,1.0,1
291,0.04,0.03,1.0,1
292,0.03,0.06,0.99,1
293,0.02,0.01,1.01,1
294,-0.0,0.04,1.02,1
295,0.01,0.09,1.07,1
296,0.11,0.25,1.11,1
297,0.09,-0.04,0.81,1
298,0.21,0.0,1.01,1
299,0.11,-0.12,0.91,1
300,0.09,-0.49,1.12,1
301,0.05,0.04,1.06,1
302,0.14,-0.1,0.96,1
303,0.14,-0.09,0.96,1
304,0.11,-0.19,1.12,1
305,0.18,-0.11,0.97,1
306,0.18,-0.02,1.04,1
307,0.25,-0.0,0.92,1
308,0.21,0.12,0.99,1
309,0.18,0.21,1.1,1
310,0.22,0.07,0.96,1
311,0.13,0.08,0.8,1
312,0.05,0.04,1.16,1
313,0.07,0.02,1.1,1
314,0.05,0.04,1.0,1
315,0.04,0.02,1.0,1
316,0.01,0.04,1.04,1
317,0.04,0.03,1.0,1
318,0.04,0.03,1.0,1
319,0.04,0.02,1.0,1
320,0.04,0.03,1.0,1
321,0.04,0.03,1.0,1
322,0.04,0.03,1.0,1
323,0.04,0.03,1.0,1
324,0.04,0.03,1.0,1
325,0.04,0.03,1.0,1
326,0.04,0.03,1.0,1
327,0.04,0.03,1.0,1
328,0.05,0.03,1.0,1
329,0.04,0.03,1.0,1
330,0.04,0.03,1.0,1
331,0.04,0.03,1.0,1
332,0.04,0.03,1.0,1
333,0.04,0.03,1.0,1
334,0.04,0.03,1.0,1
335,0.04,0.03,1.0,1
336,0.04,0.03,1.0,1
337,0.04,0.03,1.0,1
338,0.04,0.03,1.0,1
339,0.04,0.03,1.0,1
340,0.04,0.02,1.01,1
341,0.04,0.03,1.0,1
342,0.04,0.03,1.0,1
343,0.04,0.03,1.0,1
344,0.04,0.02,1.0,1
345,0.04,0.03,1.0,1
346,0.04,0.03,1.0,1
347,0.04,0.03,1.0,1
348,0.04,0.03,1.0,1
349,0.04,0.03,1.0,1
350,0.04,0.03,1.0,1
351,0.04,0.03,1.0,1
352,0.02,0.0,1.0,1
353,0.01,0.04,1.0,1
354,-0.06,0.25,1.14,1
355,0.14,0.41,1.02,1
356,-0.09,0.16,1.22,1
357,0.14,-0.09,1.03,1
358,0.03,-0.26,0.93,1
359,0.05,0.12,1.23,1
360,0.14,-0.19,0.89,1
361,0.12,0.02,1.03,1
362,0.12,-0.04,1.0,1
363,0.11,-0.01,1.03,1
364,0.14,-0.11,0.99,1
365,0.12,-0.11,0.99,1
366,0.1,-0.18,0.94,1
367,0.13,0.02,1.01,1
368,0.24,0.27,0.9,1
369,0.18,0.12,0.87,1
370,0.08,0.11,0.93,1
371,0.06,0.09,1.08,1
372,0.04,0.07,1.01,1
373,0.07,0.02,1.08,1
374,0.06,0.04,1.0,1
375,0.01,0.07,1.05,1
376,0.03,0.02,1.0,1
377,0.04,0.03,1.0,1
378,0.04,0.02,1.0,1
379,0.04,0.03,1.0,1
380,0.04,0.03,1.0,1
381,0.04,0.03,1.0,1
382,0.04,0.02,1.0,1
383,0.04,0.02,1.0,1
384,0.04,0.03,1.0,1
385,0.04,0.03,1.0,1
386,0.04,0.03,1.0,1
387,0.04,0.03,1.0,1
388,0.04,0.03,1.0,1
389,0.04,0.03,1.0,1
390,0.04,0.03,1.0,1
391,0.04,0.03,1.0,1
392,0.04,0.03,1.0,1
393,0.04,0.03,1.0,1
394,0.04,0.03,1.0,1
395,0.04,0.03,1.0,1
396,0.04,0.03,1.0,1
397,0.04,0.03,1.0,1
398,0.04,0.03,1.0,1
399,0.04,0.03,1.0,1
400,0.04,0.03,1.0,1
401,0.04,0.03,1.0,1
402,0.04,0.03,1.0,1
403,0.04,0.03,1.0,1
404,0.04,0.03,1.0,1
405,0.04,0.03,1.0,1
406,0.04,0.03,1.0,1
407,0.04,0.03,1.0,1
408,0.04,0.03,1.0,1
409,0.04,0.03,1.0,1
410,0.04,0.03,1.0,1
411,0.04,0.03,1.0,1
412,0.04,0.03,1.0,1
413,0.04,0.03,1.0,1
414,0.04,0.03,1.01,1
415,0.04,0.03,1.0,1
416,0.04,0.03,1.0,1
417,0.04,0.02,1.0,1
418,0.0,,,1
0,0.04,0.03,1.0,2
1,0.04,0.02,1.0,2
2,0.04,0.03,1.0,2
3,0.04,0.02,1.0,2
4,0.04,0.03,1.0,2
5,0.04,0.02,1.0,2
6,0.04,0.03,1.0,2
7,0.04,0.03,1.01,2
8,0.04,0.03,1.0,2
9,0.04,0.02,1.0,2
10,0.04,0.03,1.0,2
11,0.04,0.02,1.0,2
12,0.04,0.03,1.0,2
13,0.04,0.02,1.0,2
14,0.04,0.03,1.0,2
15,0.04,0.03,1.01,2
16,0.04,0.03,1.0,2
17,0.04,0.02,1.0,2
18,0.04,0.02,1.0,2
19,0.04,0.02,1.0,2
20,0.04,0.02,1.0,2
21,0.04,0.03,1.0,2
22,0.04,0.03,1.0,2
23,0.04,0.02,1.0,2
24,0.04,0.03,1.0,2
25,0.04,0.02,1.0,2
26,0.04,0.03,1.0,2
27,0.04,0.03,1.0,2
28,0.04,0.03,1.0,2
29,0.04,0.02,1.0,2
30,0.04,0.02,1.0,2
31,0.01,0.02,1.02,2
32,-0.09,-0.01,1.01,2
33,0.05,0.24,0.9,2
34,0.05,0.07,0.99,2
35,0.05,-0.16,0.93,2
36,-0.05,-0.13,1.03,2
37,-0.13,-0.29,0.9,2
38,-0.0,-0.11,1.0,2
39,-0.05,-0.2,1.16,2
40,-0.12,-0.22,0.66,2
41,-0.02,0.15,1.31,2
42,-0.01,0.19,0.88,2
43,0.07,0.16,1.11,2
44,0.05,0.03,0.97,2
45,0.04,0.06,0.98,2
46,0.11,0.07,1.0,2
47,0.04,0.02,1.0,2
48,0.04,0.02,1.0,2
49,0.04,0.02,1.0,2
50,0.04,0.03,1.0,2
51,0.04,0.02,1.0,2
52,0.04,0.03,1.0,2
53,0.04,0.03,1.0,2
54,0.04,0.03,1.0,2
55,0.04,0.03,1.0,2
56,0.04,0.02,1.0,2
57,0.04,0.03,1.0,2
58,0.04,0.02,1.0,2
59,0.04,0.03,1.0,2
60,0.04,0.03,1.0,2
61,0.04,0.02,1.0,2
62,0.04,0.02,1.0,2
63,0.04,0.02,1.0,2
64,0.04,0.02,1.0,2
65,0.04,0.02,1.0,2
66,0.04,0.02,1.0,2
67,0.04,0.02,1.0,2
68,0.04,0.03,1.0,2
69,0.04,0.03,1.0,2
70,0.04,0.02,1.0,2
71,0.04,0.02,1.0,2
72,0.04,0.02,1.0,2
73,0.04,0.03,1.0,2
74,0.04,0.02,1.0,2
75,0.04,0.02,1.0,2
76,0.04,0.02,1.0,2
77,0.04,0.02,1.0,2
78,0.04,0.02,1.0,2
79,0.03,-0.02,1.02,2
80,0.02,0.1,1.14,2
81,0.08,0.25,1.09,2
82,0.08,0.1,0.88,2
83,-0.05,-0.15,0.63,2
84,-0.03,-0.16,1.14,2
85,-0.02,-0.02,0.99,2
86,-0.02,-0.1,1.01,2
87,0.02,-0.18,0.95,2
88,-0.05,-0.17,0.95,2
89,0.07,-0.04,1.07,2
90,0.13,0.37,1.08,2
91,0.18,0.16,0.98,2
92,0.11,0.23,1.04,2
93,0.07,0.15,1.18,2
94,0.1,0.0,0.95,2
95,0.05,0.01,0.98,2
96,0.04,0.0,1.0,2
97,0.04,0.03,1.0,2
98,0.04,0.03,1.0,2
99,0.04,0.02,1.0,2
100,0.04,0.02,1.0,2
101,0.04,0.02,1.0,2
102,0.04,0.02,1.0,2
103,0.04,0.02,1.0,2
104,0.04,0.02,1.0,2
105,0.04,0.02,1.0,2
106,0.04,0.02,1.0,2
107,0.04,0.02,1.0,2
108,0.04,0.02,1.0,2
109,0.04,0.03,1.0,2
110,0.04,0.02,1.0,2
111,0.04,0.02,1.0,2
112,0.04,0.02,1.0,2
113,0.04,0.03,1.0,2
114,0.04,0.02,1.0,2
115,0.04,0.02,1.0,2
116,0.04,0.03,1.0,2
117,0.04,0.03,1.0,2
118,0.04,0.02,1.0,2
119,0.04,0.03,1.0,2
120,0.04,0.03,1.0,2
121,0.04,0.03,1.0,2
122,0.04,0.02,1.0,2
123,0.04,0.03,1.0,2
124,0.04,0.03,1.0,2
125,0.04,0.03,1.0,2
126,0.04,0.02,1.0,2
127,0.04,0.02,1.0,2
128,0.04,0.03,1.0,2
129,0.04,0.03,1.0,2
130,0.04,0.02,1.0,2
131,0.05,0.0,1.05,2
132,0.2,0.15,1.14,2
133,0.02,0.24,0.97,2
134,0.07,0.11,1.02,2
135,0.03,0.06,0.99,2
136,-0.04,-0.1,1.0,2
137,-0.07,-0.16,0.92,2
138,-0.0,-0.04,1.02,2
139,0.04,-0.21,1.02,2
140,0.0,-0.03,0.75,2
141,0.13,0.3,1.15,2
142,0.03,0.18,1.0,2
143,0.07,0.01,0.99,2
144,0.06,0.04,1.09,2
145,0.04,0.04,1.0,2
146,0.08,0.05,1.0,2
147,0.04,0.03,1.0,2
148,0.04,0.03,1.0,2
149,0.04,0.03,1.0,2
150,0.05,0.02,1.0,2
151,0.03,0.03,1.0,2
152,0.04,0.03,1.0,2
153,0.04,0.02,1.0,2
154,0.04,0.02,1.0,2
155,0.04,0.02,1.0,2
156,0.04,0.03,1.0,2
157,0.04,0.03,1.0,2
158,0.04,0.03,1.0,2
159,0.04,0.03,1.01,2
160,0.04,0.03,1.0,2
161,0.04,0.02,1.0,2
162,0.04,0.03,1.0,2
163,0.04,0.02,1.0,2
164,0.04,0.03,1.0,2
165,0.04,0.03,1.0,2
166,0.04,0.03,1.0,2
167,0.04,0.02,1.0,2
168,0.04,0.02,1.0,2
169,0.04,0.02,1.0,2
170,0.04,0.02,1.0,2
171,0.04,0.02,1.0,2
172,0.04,0.03,1.0,2
173,0.04,0.02,1.0,2
174,0.04,0.02,1.0,2
175,0.04,0.03,1.0,2
176,0.04,0.02,1.0,2
177,0.04,0.01,1.01,2
178,0.06,0.16,1.05,2
179,0.03,0.25,1.03,2
180,0.12,0.16,1.06,2
181,0.02,-0.06,0.84,2
182,-0.0,0.04,1.01,2
183,-0.0,-0.16,1.02,2
184,0.04,-0.13,0.97,2
185,0.02,-0.18,1.09,2
186,-0.0,-0.16,0.9,2
187,0.09,0.03,1.12,2
188,0.16,0.1,0.89,2
189,0.14,0.12,0.96,2
190,0.11,0.04,0.98,2
191,0.12,0.06,0.91,2
192,0.05,0.01,1.16,2
193,0.02,-0.04,1.11,2
194,0.02,0.05,1.01,2
195,0.02,0.01,1.0,2
196,0.04,0.03,1.0,2
197,0.04,0.03,1.0,2
198,0.04,0.02,1.0,2
199,0.04,0.03,1.0,2
200,0.04,0.02,1.0,2
201,0.04,0.02,1.0,2
202,0.04,0.03,1.0,2
203,0.04,0.03,1.0,2
204,0.04,0.02,1.0,2
205,0.04,0.03,1.0,2
206,0.04,0.02,1.0,2
207,0.04,0.02,1.0,2
208,0.04,0.02,1.0,2
209,0.04,0.03,1.0,2
210,0.04,0.03,1.0,2
211,0.04,0.03,1.0,2
212,0.04,0.03,1.0,2
213,0.04,0.02,1.0,2
214,0.04,0.02,1.0,2
215,0.04,0.03,1.0,2
216,0.04,0.03,1.0,2
217,0.04,0.03,1.0,2
218,0.04,0.02,1.0,2
219,0.04,0.02,1.01,2
220,0.04,0.02,1.0,2
221,0.02,0.07,1.0,2
222,0.03,0.02,1.0,2
223,0.04,0.16,1.12,2
224,0.17,0.17,0.96,2
225,0.07,-0.02,0.93,2
226,0.05,-0.07,1.11,2
227,0.04,-0.19,1.0,2
228,0.01,-0.11,1.05,2
229,0.01,-0.2,0.99,2
230,0.09,-0.16,1.05,2
231,0.07,-0.11,0.82,2
232,0.2,0.23,0.97,2
233,-0.04,0.18,0.97,2
234,0.03,0.04,0.99,2
235,0.09,-0.02,1.44,2
236,0.05,0.01,1.0,2
237,0.02,0.06,0.98,2
238,0.02,0.0,1.0,2
239,0.04,0.02,1.0,2
240,0.04,0.02,1.0,2
241,0.04,0.03,1.0,2
242,0.04,0.03,1.0,2
243,0.04,0.02,1.0,2
244,0.04,0.02,1.0,2
245,0.04,0.02,1.0,2
246,0.04,0.02,1.0,2
247,0.04,0.02,1.0,2
248,0.04,0.03,1.0,2
249,0.04,0.03,1.0,2
250,0.04,0.03,1.0,2
251,0.04,0.02,1.0,2
252,0.04,0.02,1.0,2
253,0.04,0.02,1.0,2
254,0.04,0.02,1.0,2
255,0.04,0.03,1.0,2
256,0.04,0.03,1.0,2
257,0.04,0.03,1.0,2
258,0.04,0.02,1.0,2
259,0.04,0.03,1.0,2
260,0.04,0.03,1.0,2
261,0.04,0.02,1.0,2
262,0.03,0.03,1.0,2
263,0.04,0.03,1.0,2
264,0.04,0.02,1.0,2
265,0.04,0.02,1.0,2
266,0.04,0.03,1.0,2
267,0.04,0.09,1.0,2
268,0.05,-0.01,1.01,2
269,0.04,0.09,1.03,2
270,0.06,0.23,1.04,2
271,0.14,0.11,0.97,2
272,0.04,0.04,0.94,2
273,-0.0,-0.05,0.84,2
274,0.1,-0.03,1.05,2
275,0.01,-0.09,1.11,2
276,0.03,-0.2,1.05,2
277,0.05,-0.12,0.88,2
278,0.11,0.1,1.04,2
279,0.16,0.25,0.87,2
280,0.07,0.04,0.91,2
281,0.06,0.11,1.0,2
282,0.06,0.19,1.06,2
283,0.06,0.04,0.99,2
284,0.05,0.0,1.0,2
285,0.04,0.02,1.0,2
286,0.05,0.03,1.0,2
287,0.04,0.02,1.0,2
288,0.04,0.02,1.0,2
289,0.04,0.02,1.0,2
290,0.04,0.02,1.0,2
291,0.04,0.03,1.0,2
292,0.04,0.03,1.0,2
293,0.04,0.02,1.0,2
294,0.04,0.02,1.0,2
295,0.04,0.02,1.0,2
296,0.04,0.02,1.0,2
297,0.04,0.03,1.0,2
298,0.04,0.02,1.0,2
299,0.04,0.03,1.0,2
300,0.04,0.03,1.0,2
301,0.04,0.02,1.0,2
302,0.04,0.03,1.0,2
303,0.04,0.03,1.0,2
304,0.04,0.02,1.0,2
305,0.04,0.03,1.0,2
306,0.04,0.02,1.0,2
307,0.04,0.02,1.0,2
308,0.04,0.02,1.0,2
309,0.04,0.03,1.0,2
310,0.04,0.03,1.0,2
311,0.04,0.02,1.0,2
312,0.04,0.02,1.0,2
313,0.04,0.03,1.0,2
314,0.04,0.03,1.0,2
315,0.04,0.02,1.0,2
316,0.04,0.03,1.0,2
317,0.04,0.03,1.0,2
318,0.04,0.03,1.0,2
319,0.04,0.03,1.0,2
320,0.04,0.02,1.0,2
321,0.02,0.09,1.0,2
322,0.02,-0.14,1.1,2
323,0.08,0.14,1.02,2
324,0.11,0.15,1.13,2
325,0.1,-0.06,0.84,2
326,0.04,-0.09,1.02,2
327,0.06,-0.2,0.95,2
328,0.07,-0.23,0.9,2
329,0.04,-0.23,1.13,2
330,0.04,-0.26,0.84,2
331,0.07,0.04,1.3,2
332,0.09,0.08,0.7,2
333,0.17,0.33,0.89,2
334,0.1,0.09,1.15,2
335,0.05,0.19,0.88,2
336,0.09,0.04,0.86,2
337,0.05,0.06,0.88,2
338,0.04,0.04,1.0,2
339,0.04,0.02,1.0,2
340,0.04,0.03,1.0,2
341,0.04,0.02,1.0,2
342,0.04,0.03,1.0,2
343,0.04,0.02,1.0,2
344,0.04,0.02,1.0,2
345,0.04,0.02,1.0,2
346,0.04,0.03,1.0,2
347,0.04,0.02,1.01,2
348,0.04,0.02,1.0,2
349,0.04,0.02,1.0,2
350,0.04,0.02,1.0,2
351,0.04,0.02,1.0,2
352,0.04,0.03,1.0,2
353,0.04,0.02,1.0,2
354,0.04,0.03,1.0,2
355,0.04,0.02,1.0,2
356,0.03,0.03,1.0,2
357,0.04,0.03,1.0,2
358,0.04,0.03,1.0,2
359,0.04,0.03,1.0,2
360,0.04,0.03,1.0,2
361,0.04,0.03,1.0,2
362,0.04,0.02,1.0,2
363,0.04,0.03,1.0,2
364,0.04,0.02,1.0,2
365,0.04,0.02,1.0,2
366,0.04,0.03,1.0,2
367,0.04,0.03,1.01,2
368,0.04,0.03,1.0,2
369,0.04,0.03,1.0,2
370,0.04,0.03,1.0,2
371,0.04,0.02,1.0,2
372,0.03,0.05,1.0,2
373,0.08,0.17,1.12,2
374,0.08,0.14,1.0,2
375,0.07,0.07,0.93,2
376,-0.01,-0.14,0.86,2
377,0.07,-0.15,0.98,2
378,0.08,-0.16,0.84,2
379,0.07,-0.1,1.07,2
380,0.09,-0.29,0.75,2
381,0.07,0.13,0.84,2
382,0.11,0.31,1.11,2
383,0.22,0.13,0.84,2
384,0.05,0.12,0.96,2
385,0.07,0.16,1.11,2
386,0.08,0.02,1.02,2
387,0.05,0.04,1.01,2
388,0.07,0.04,1.0,2
389,0.04,0.02,1.0,2
390,0.04,0.02,1.0,2
391,0.04,0.02,1.0,2
392,0.04,0.02,1.0,2
393,0.04,0.03,1.0,2
394,0.04,0.02,1.0,2
395,0.04,0.02,1.0,2
396,0.04,0.02,1.0,2
397,0.04,0.02,1.0,2
398,0.04,0.02,1.0,2
399,0.04,0.02,1.0,2
400,0.04,0.02,1.0,2
401,0.04,0.03,1.0,2
402,0.04,0.03,1.0,2
403,0.04,0.03,1.0,2
404,0.04,0.02,1.0,2
405,0.04,0.03,1.0,2
406,0.04,0.02,1.0,2
407,0.04,0.02,1.0,2
408,0.04,0.03,1.0,2
0,0.04,0.02,1.0,3
1,0.04,0.04,1.0,3
2,0.04,0.03,1.0,3
3,0.04,0.03,1.0,3
4,0.04,0.03,1.0,3
5,0.04,0.03,1.01,3
6,0.04,0.03,1.0,3
7,0.04,0.02,1.0,3
8,0.04,0.04,1.0,3
9,0.04,0.03,1.0,3
10,0.04,0.03,1.0,3
11,0.04,0.03,1.0,3
12,0.04,0.03,1.01,3
13,0.04,0.03,1.0,3
14,0.04,0.02,1.0,3
15,0.04,0.02,1.0,3
16,0.04,0.03,1.0,3
17,0.04,0.02,1.0,3
18,0.04,0.02,1.0,3
19,0.04,0.02,1.0,3
20,0.04,0.02,1.0,3
21,0.04,0.02,1.0,3
22,0.04,0.03,1.0,3
23,0.04,0.03,1.0,3
24,0.04,0.02,1.0,3
25,0.04,0.03,1.0,3
26,0.04,0.02,1.0,3
27,0.04,0.02,1.0,3
28,0.05,0.03,1.0,3
29,0.04,0.03,1.0,3
30,0.03,0.06,0.99,3
31,0.03,0.11,1.18,3
32,0.05,0.11,1.0,3
33,0.04,-0.05,0.95,3
34,0.02,-0.24,0.91,3
35,0.06,-0.04,0.99,3
36,0.07,-0.23,1.01,3
