,x,y,z,subject
245,0.02,0.06,1.02,1
246,0.05,0.01,0.99,1
247,0.05,0.01,1.0,1
248,0.04,0.03,1.0,1
249,0.04,0.03,1.0,1
250,0.04,0.03,1.0,1
251,0.04,0.03,1.0,1
252,0.04,0.03,1.0,1
253,0.04,0.03,1.0,1
254,0.04,0.02,1.0,1
255,0.04,0.03,1.0,1
256,0.03,0.03,1.0,1
257,0.03,0.03,1.0,1
258,0.04,0.03,1.0,1
259,0.04,0.03,1.0,1
260,0.04,0.03,1.0,1
261,0.04,0.02,1.0,1
262,0.04,0.03,1.0,1
263,0.04,0.03,1.0,1
264,0.04,0.03,1.0,1
265,0.04,0.03,1.0,1
266,0.04,0.03,1.0,1
267,0.04,0.03,1.0,1
268,0.04,0.03,1.0,1
269,0.04,0.03,1.0,1
270,0.04,0.02,1.0,1
271,0.04,0.03,1.0,1
272,0.04,0.03,1.0,1
273,0.04,0.03,1.0,1
274,0.04,0.03,1.0,1
275,0.04,0.03,1.0,1
276,0.04,0.03,1.0,1
277,0.04,0.03,1.0,1
278,0.04,0.03,1.0,1
279,0.04,0.03,1.0,1
280,0.04,0.03,1.0,1
281,0.04,0.03,1.0,1
282,0.04,0.03,1.0,1
283,0.04,0.03,1.0,1
284,0.04,0.03,1.0,1
285,0.04,0.03,1.0,1
286,0.04,0.03,1.0,1
287,0.04,0.03,1.0,1
288,0.03,0.05,1.0,1
289,0.02,0.02,1.0,1
290,-0.01,0.07,1.03,1
291,-0.03,-0.05,1.03,1
292,-0.06,0.02,1.06,1
293,-0.01,0.01,1.06,1
294,0.03,0.0,1.03,1
295,0.07,0.09,0.93,1
296,0.09,0.11,0.99,1
297,0.07,0.1,0.95,1
298,0.09,0.02,0.96,1
299,0.07,0.1,1.04,1
300,0.04,0.12,0.98,1
301,0.05,0.04,1.03,1
302,0.04,0.04,0.99,1
303,0.01,0.05,0.99,1
304,0.0,0.09,0.94,1
305,0.07,0.0,0.99,1
306,0.05,0.03,1.0,1
307,-0.02,0.05,0.95,1
308,0.04,0.03,1.0,1
309,0.04,0.03,1.0,1
310,0.04,0.03,1.0,1
311,0.04,0.02,1.0,1
312,0.04,0.03,1.0,1
313,0.04,0.02,1.0,1
314,0.03,0.03,1.01,1
315,0.04,0.03,1.0,1
316,0.04,0.03,1.0,1
317,0.04,0.03,1.0,1
318,0.03,0.03,1.0,1
319,0.04,0.03,1.0,1
320,0.04,0.02,1.0,1
321,0.04,0.03,1.0,1
322,0.04,0.03,1.0,1
323,0.04,0.03,1.0,1
324,0.04,0.03,1.0,1
325,0.03,0.03,1.0,1
326,0.04,0.03,1.0,1
327,0.04,0.03,1.0,1
328,0.04,0.03,1.0,1
329,0.04,0.03,1.0,1
330,0.03,0.03,1.0,1
331,0.04,0.03,1.0,1
332,0.04,0.03,1.0,1
333,0.04,0.03,1.0,1
334,0.04,0.03,1.0,1
335,0.04,0.03,1.0,1
336,0.04,0.03,1.0,1
337,0.04,0.03,1.0,1
338,0.04,0.03,1.0,1
339,0.04,0.03,1.0,1
340,0.04,0.03,1.0,1
341,0.04,0.03,1.0,1
342,0.04,0.03,1.0,1
343,0.04,0.03,1.0,1
344,0.04,0.03,1.0,1
345,0.04,0.03,1.0,1
346,0.04,0.03,1.0,1
347,0.04,0.02,1.0,1
348,0.04,0.03,1.0,1
349,0.04,0.02,1.01,1
350,-0.01,0.05,1.03,1
351,0.02,0.01,0.99,1
352,-0.02,0.04,1.16,1
353,0.07,0.16,0.99,1
354,0.09,0.09,0.95,1
355,0.14,0.11,0.89,1
356,0.11,0.13,0.98,1
357,0.12,0.14,0.95,1
358,0.14,0.15,0.96,1
359,0.1,0.13,1.01,1
360,0.08,0.11,1.05,1
361,0.04,0.05,1.04,1
362,0.02,0.09,1.05,1
363,0.0,0.05,1.0,1
364,0.01,0.09,1.0,1
365,0.04,0.06,1.05,1
366,0.04,0.02,0.99,1
367,0.07,0.09,1.0,1
368,0.04,0.02,1.0,1
369,0.04,0.03,1.0,1
370,0.04,0.03,1.0,1
371,0.04,0.03,1.0,1
372,0.04,0.03,1.0,1
373,0.04,0.03,1.0,1
374,0.04,0.03,1.0,1
375,0.04,0.03,1.01,1
376,0.04,0.03,1.0,1
377,0.04,0.03,1.0,1
378,0.04,0.03,1.0,1
379,0.04,0.03,1.0,1
380,0.04,0.03,1.0,1
381,0.04,0.03,1.0,1
382,0.04,0.03,1.0,1
383,0.04,0.03,1.0,1
384,0.04,0.03,1.0,1
385,0.04,0.03,1.0,1
386,0.04,0.03,1.0,1
387,0.04,0.03,1.0,1
388,0.04,0.03,1.0,1
389,0.04,0.03,1.0,1
390,0.04,0.03,1.0,1
391,0.04,0.04,1.0,1
392,0.04,0.03,1.0,1
393,0.04,0.03,1.0,1
394,0.04,0.03,1.0,1
395,0.04,0.03,1.0,1
396,0.04,0.03,1.0,1
397,0.04,0.03,1.0,1
398,0.04,0.03,1.0,1
399,0.04,0.03,1.0,1
400,0.04,0.03,1.0,1
401,0.04,0.03,1.0,1
402,0.04,0.03,1.0,1
403,0.03,0.03,1.0,1
404,0.04,0.03,1.0,1
405,0.03,0.03,1.0,1
406,0.04,0.02,1.0,1
407,0.04,0.03,1.0,1
408,0.04,0.03,1.0,1
409,0.04,0.03,1.0,1
410,0.04,0.03,1.0,1
0,0.04,0.03,1.0,2
1,0.04,0.03,1.0,2
2,0.04,0.02,1.0,2
3,0.04,0.02,1.0,2
4,0.04,0.03,1.0,2
5,0.04,0.02,1.0,2
6,0.04,0.03,1.0,2
7,0.04,0.03,1.0,2
8,0.04,0.03,1.0,2
9,0.04,0.03,1.0,2
10,0.04,0.02,1.0,2
11,0.04,0.02,1.0,2
12,0.04,0.03,1.0,2
13,0.04,0.02,1.0,2
14,0.04,0.03,1.0,2
15,0.04,0.03,1.0,2
16,0.04,0.02,1.0,2
17,0.04,0.02,1.0,2
18,0.04,0.03,1.0,2
19,0.04,0.02,1.0,2
20,0.04,0.03,1.0,2
21,0.04,0.03,1.0,2
22,0.04,0.02,1.0,2
23,0.04,0.03,1.0,2
24,0.04,0.03,1.0,2
25,0.04,0.02,1.0,2
26,0.04,0.03,1.0,2
27,0.04,0.02,1.01,2
28,0.04,0.06,1.0,2
29,0.01,0.14,1.01,2
30,0.08,0.08,1.03,2
31,-0.05,-0.08,1.26,2
32,0.04,0.05,1.0,2
33,0.02,0.06,1.0,2
34,0.06,-0.0,0.92,2
35,0.07,-0.02,0.95,2
36,0.09,0.05,0.99,2
37,0.06,0.05,0.8,2
38,0.05,0.04,0.94,2
39,0.01,0.03,1.02,2
40,-0.01,0.05,1.12,2
41,-0.02,0.08,1.01,2
42,0.04,-0.0,0.98,2
43,0.01,0.04,1.0,2
44,0.02,0.04,1.01,2
45,0.06,0.08,1.0,2
46,0.03,0.03,1.0,2
47,0.04,0.02,1.0,2
48,0.04,0.02,1.0,2
49,0.04,0.02,1.0,2
50,0.04,0.03,1.0,2
51,0.04,0.03,1.0,2
52,0.04,0.02,1.0,2
53,0.04,0.03,1.0,2
54,0.04,0.03,1.0,2
55,0.04,0.02,1.0,2
56,0.04,0.02,1.0,2
57,0.04,0.02,1.0,2
58,0.04,0.03,1.0,2
59,0.04,0.02,1.0,2
60,0.04,0.03,1.0,2
61,0.04,0.02,1.0,2
62,0.04,0.03,1.0,2
63,0.04,0.02,1.0,2
64,0.04,0.02,1.0,2
65,0.04,0.03,1.0,2
66,0.04,0.03,1.0,2
67,0.04,0.03,1.0,2
68,0.04,0.03,1.0,2
69,0.04,0.03,1.0,2
70,0.04,0.03,1.0,2
71,0.04,0.03,1.0,2
72,0.04,0.03,1.0,2
73,0.04,0.03,1.0,2
74,0.04,0.03,1.0,2
75,0.04,0.03,1.0,2
76,0.04,0.02,1.0,2
77,0.03,0.02,1.0,2
78,-0.01,0.04,1.01,2
79,0.0,-0.05,1.14,2
80,0.01,0.04,0.91,2
81,0.06,0.0,0.97,2
82,0.1,0.05,0.96,2
83,0.09,0.01,0.95,2
84,0.1,0.03,1.0,2
85,0.09,0.03,1.05,2
86,0.08,0.03,0.98,2
87,0.09,0.01,1.01,2
88,0.07,0.03,0.96,2
89,0.06,0.02,0.92,2
90,0.03,0.01,1.05,2
91,0.02,0.01,0.97,2
92,0.02,0.03,1.09,2
93,0.0,0.0,0.96,2
94,0.0,0.05,0.97,2
95,0.0,0.01,1.05,2
96,0.03,0.03,1.0,2
97,0.04,0.03,1.0,2
98,0.04,0.04,1.0,2
99,0.04,0.02,1.01,2
100,0.04,0.02,1.0,2
101,0.04,0.03,1.0,2
102,0.04,0.02,1.0,2
103,0.04,0.02,1.0,2
104,0.04,0.02,1.0,2
105,0.04,0.03,1.0,2
106,0.04,0.03,1.0,2
107,0.04,0.02,1.0,2
108,0.04,0.02,1.0,2
109,0.04,0.03,1.0,2
110,0.04,0.02,1.0,2
111,0.04,0.03,1.0,2
112,0.04,0.02,1.0,2
113,0.04,0.02,1.0,2
114,0.04,0.02,1.0,2
115,0.04,0.02,1.0,2
116,0.04,0.03,1.0,2
117,0.04,0.03,1.0,2
118,0.04,0.03,1.0,2
119,0.04,0.02,1.0,2
120,0.04,0.03,1.0,2
121,0.04,0.03,1.0,2
122,0.03,0.02,1.01,2
123,0.04,0.03,1.0,2
124,0.04,0.02,1.0,2
125,0.04,0.02,1.0,2
126,0.04,0.03,1.0,2
127,0.03,0.03,1.0,2
128,0.02,0.03,1.0,2
129,-0.01,0.02,1.12,2
130,0.02,0.0,1.03,2
131,0.02,0.04,0.9,2
132,0.03,0.0,1.03,2
133,0.08,0.02,0.97,2
134,0.06,0.02,1.03,2
135,0.06,-0.02,1.04,2
136,0.07,0.0,0.98,2
137,0.05,0.03,0.97,2
138,0.07,0.0,1.02,2
139,0.05,0.03,0.93,2
140,0.04,0.05,1.01,2
141,0.0,0.05,0.94,2
142,0.0,0.06,1.1,2
143,0.0,0.02,1.0,2
144,0.01,0.04,1.02,2
145,0.05,0.05,0.98,2
146,0.02,0.02,1.0,2
147,0.04,0.04,1.0,2
148,0.05,0.04,0.98,2
149,0.04,0.02,1.0,2
150,0.03,0.03,1.0,2
151,0.04,0.02,1.0,2
152,0.04,0.03,1.0,2
153,0.04,0.02,1.0,2
154,0.04,0.03,1.0,2
155,0.04,0.03,1.0,2
156,0.04,0.02,1.0,2
157,0.04,0.03,1.0,2
158,0.04,0.02,1.0,2
159,0.04,0.03,1.0,2
160,0.04,0.03,1.0,2
161,0.04,0.03,1.0,2
162,0.04,0.02,1.0,2
163,0.04,0.03,1.0,2
164,0.04,0.03,1.0,2
165,0.04,0.02,1.0,2
166,0.04,0.02,1.0,2
167,0.04,0.02,1.0,2
168,0.04,0.02,1.0,2
169,0.04,0.02,1.0,2
170,0.04,0.03,1.0,2
171,0.04,0.02,1.0,2
172,0.04,0.03,1.0,2
173,0.04,0.03,1.0,2
174,0.02,0.04,1.0,2
175,0.04,0.02,1.0,2
176,0.03,0.04,1.01,2
177,-0.03,0.04,1.16,2
178,-0.0,0.03,1.04,2
179,0.01,0.04,0.98,2
180,0.06,0.03,1.05,2
181,0.05,0.04,1.02,2
182,0.06,0.04,0.98,2
183,0.09,0.03,0.96,2
184,0.07,0.04,0.99,2
185,0.08,0.02,1.0,2
186,0.07,0.05,0.89,2
187,0.04,0.05,1.06,2
188,0.03,0.05,1.12,2
189,0.01,0.03,1.03,2
190,0.01,0.03,1.1,2
191,0.0,0.05,1.0,2
192,-0.02,0.02,0.98,2
193,0.05,0.02,1.0,2
194,-0.02,0.09,0.98,2
195,0.04,0.03,1.0,2
196,0.04,0.03,1.0,2
197,0.04,0.02,1.0,2
198,0.04,0.03,1.0,2
199,0.04,0.03,1.0,2
200,0.04,0.02,1.0,2
201,0.04,0.03,1.0,2
202,0.04,0.02,1.0,2
203,0.04,0.02,1.0,2
204,0.04,0.03,1.0,2
205,0.04,0.03,1.0,2
206,0.04,0.03,1.0,2
207,0.04,0.02,1.0,2
208,0.04,0.02,1.0,2
209,0.04,0.03,1.0,2
210,0.04,0.02,1.0,2
211,0.04,0.03,1.0,2
212,0.04,0.02,1.0,2
213,0.04,0.03,1.0,2
214,0.04,0.03,1.0,2
215,0.04,0.02,1.0,2
216,0.04,0.02,1.0,2
217,0.04,0.03,1.0,2
218,0.03,0.05,1.0,2
219,0.04,0.03,1.04,2
220,0.0,-0.01,0.96,2
221,0.03,0.05,1.02,2
222,0.05,0.04,1.06,2
223,0.09,0.04,0.93,2
224,0.07,0.04,0.88,2
225,0.05,0.02,0.9,2
226,0.04,0.02,1.0,2
227,-0.0,0.0,1.07,2
228,0.0,0.0,0.96,2
229,0.02,0.05,1.02,2
230,-0.02,-0.01,1.02,2
231,0.04,0.03,1.0,2
232,0.03,0.02,1.0,2
233,0.04,0.03,1.0,2
234,0.04,0.03,1.0,2
235,0.04,0.02,1.0,2
236,0.04,0.02,1.0,2
237,0.04,0.02,1.0,2
238,0.04,0.02,1.0,2
239,0.04,0.03,1.0,2
240,0.04,0.03,1.0,2
241,0.04,0.03,1.0,2
242,0.04,0.03,1.0,2
243,0.04,0.02,1.0,2
244,0.04,0.04,1.0,2
245,0.04,0.03,1.0,2
246,0.04,0.03,1.0,2
247,0.04,0.02,1.0,2
248,0.04,0.02,1.0,2
249,0.04,0.03,1.0,2
250,0.04,0.02,1.0,2
251,0.04,0.03,1.0,2
252,0.04,0.03,1.0,2
253,0.04,0.03,1.0,2
254,0.04,0.02,1.0,2
255,0.04,0.03,1.0,2
256,0.04,0.02,1.0,2
257,0.01,0.04,1.0,2
258,-0.02,0.06,1.06,2
259,0.01,0.04,1.02,2
260,0.05,0.05,1.0,2
261,0.09,0.0,0.94,2
262,0.12,0.04,0.96,2
263,0.09,0.04,0.81,2
264,0.09,0.04,0.96,2
265,0.04,0.03,1.06,2
266,0.0,0.0,1.08,2
267,0.0,0.01,1.0,2
268,-0.02,0.0,1.0,2
269,-0.0,0.07,1.0,2
270,0.04,0.02,1.0,2
271,0.04,0.03,1.0,2
272,0.04,0.02,1.0,2
273,0.04,0.03,1.0,2
274,0.04,0.02,1.0,2
275,0.04,0.03,1.0,2
276,0.04,0.03,1.0,2
277,0.04,0.03,1.0,2
278,0.04,0.03,1.0,2
279,0.04,0.02,1.0,2
280,0.04,0.03,1.0,2
281,0.04,0.03,1.0,2
282,0.04,0.03,1.0,2
283,0.04,0.03,1.01,2
284,0.04,0.02,1.0,2
285,0.04,0.03,1.0,2
286,0.04,0.02,1.0,2
287,0.04,0.02,1.0,2
288,0.04,0.03,1.0,2
289,0.04,0.03,1.0,2
290,0.04,0.03,1.0,2
291,0.04,0.03,1.0,2
292,0.04,0.03,1.0,2
293,0.04,0.03,1.01,2
294,0.01,0.02,1.01,2
295,-0.02,0.05,0.95,2
296,0.01,0.06,1.0,2
297,0.03,0.03,1.01,2
298,0.08,0.01,1.0,2
299,0.09,0.04,1.0,2
300,0.08,0.01,0.95,2
301,0.09,0.02,0.97,2
302,0.09,0.01,0.99,2
303,0.06,0.0,0.91,2
304,0.03,0.05,1.07,2
305,0.02,0.0,1.01,2
306,0.05,0.05,1.05,2
307,0.05,0.02,0.99,2
308,0.04,0.03,1.0,2
309,0.04,0.02,1.0,2
310,0.04,0.03,1.0,2
311,0.04,0.03,1.0,2
312,0.04,0.03,1.0,2
313,0.04,0.02,1.0,2
314,0.04,0.03,1.0,2
315,0.04,0.02,1.0,2
316,0.04,0.03,1.0,2
317,0.04,0.03,1.0,2
318,0.04,0.03,1.0,2
319,0.04,0.03,1.0,2
320,0.04,0.02,1.0,2
321,0.04,0.02,1.0,2
322,0.04,0.02,1.0,2
323,0.04,0.02,1.0,2
324,0.04,0.03,1.0,2
325,0.04,0.03,1.0,2
326,0.04,0.03,1.0,2
0,0.04,0.02,1.0,3
1,0.04,0.03,1.0,3
2,0.04,0.02,1.0,3
3,0.04,0.02,1.0,3
4,0.04,0.03,1.0,3
5,0.04,0.02,1.0,3
6,0.04,0.02,1.0,3
7,0.04,0.02,1.0,3
8,0.04,0.02,1.0,3
9,0.04,0.03,1.0,3
10,0.04,0.02,1.0,3
11,0.04,0.02,1.0,3
12,0.04,0.03,1.0,3
13,0.04,0.02,1.0,3
14,0.04,0.02,1.0,3
15,0.04,0.02,1.0,3
16,0.04,0.02,1.0,3
17,0.04,0.03,1.0,3
18,0.04,0.02,1.0,3
19,0.04,0.02,1.0,3
20,0.04,0.03,1.0,3
21,0.04,0.02,1.0,3
22,0.04,0.02,1.0,3
23,0.04,0.02,1.0,3
24,0.04,0.03,1.0,3
25,0.04,0.03,1.0,3
26,0.04,0.03,1.0,3
27,0.04,0.02,1.0,3
28,0.04,0.02,1.0,3
29,0.0,0.07,1.0,3
30,0.03,0.03,1.0,3
31,0.03,0.04,1.0,3
32,0.02,0.05,1.0,3
33,0.0,0.05,1.03,3
34,0.02,0.03,1.13,3
35,0.0,-0.02,1.04,3
36,0.09,0.07,0.82,3
37,0.1,0.0,0.89,3
38,0.08,-0.03,0.9,3
39,0.03,0.06,1.21,3
40,0.04,0.08,0.99,3
41,-0.02,0.0,1.04,3
42,0.03,0.04,1.0,3
43,0.04,0.02,1.0,3
44,0.04,0.0,0.99,3
45,0.04,0.03,1.0,3
46,0.04,0.03,1.0,3
47,0.04,0.02,1.0,3
48,0.04,0.02,1.0,3
49,0.04,0.02,1.0,3
50,0.04,0.03,1.0,3
51,0.04,0.03,1.0,3
52,0.04,0.02,1.0,3
53,0.04,0.02,1.0,3
54,0.04,0.03,1.0,3
55,0.04,0.03,1.0,3
56,0.04,0.03,1.0,3
57,0.04,0.03,1.0,3
58,0.04,0.02,1.0,3
59,0.04,0.02,1.0,3
60,0.04,0.02,1.0,3
61,0.04,0.02,1.0,3
62,0.04,0.03,1.0,3
63,0.04,0.03,1.0,3
64,0.04,0.03,1.0,3
65,0.04,0.02,1.0,3
66,0.04,0.03,1.0,3
67,0.04,0.03,1.0,3
68,0.04,0.02,1.0,3
69,0.04,0.02,1.0,3
70,0.03,0.03,1.0,3
71,0.03,0.03,1.0,3
72,0.03,0.06,1.0,3
73,-0.02,0.06,1.17,3
74,0.07,0.0,1.03,3
75,0.08,0.02,0.88,3
76,0.07,0.0,0.81,3
77,0.0,-0.04,1.02,3
78,0.0,0.03,1.03,3
79,-0.04,0.02,0.99,3
80,0.04,0.02,1.06,3
81,0.04,0.04,1.0,3
82,0.03,0.03,1.0,3
83,0.04,0.03,1.0,3
84,0.04,0.03,1.0,3
85,0.04,0.02,1.0,3
86,0.04,0.02,1.0,3
87,0.04,0.03,1.0,3
88,0.03,0.03,1.0,3
89,0.04,0.02,1.0,3
90,0.04,0.02,1.0,3
91,0.04,0.02,1.0,3
92,0.04,0.03,1.0,3
93,0.04,0.02,1.0,3
94,0.04,0.02,1.0,3
95,0.04,0.02,1.0,3
96,0.04,0.02,1.0,3
97,0.04,0.03,1.0,3
98,0.04,0.02,1.0,3
99,0.04,0.03,1.0,3
100,0.04,0.02,1.0,3
101,0.04,0.02,1.0,3
102,0.04,0.03,1.0,3
103,0.04,0.02,1.0,3
104,0.04,0.03,1.0,3
105,0.04,0.02,1.0,3
106,0.04,0.02,1.0,3
107,0.04,0.02,1.0,3
108,0.04,0.02,1.0,3
109,0.04,0.03,1.0,3
110,0.04,0.03,1.0,3
111,0.04,0.03,1.0,3
112,0.04,0.03,1.01,3
113,0.0,0.0,1.25,3
114,0.05,0.01,0.99,3
115,0.12,0.01,0.88,3
116,0.09,0.02,0.89,3
117,0.09,-0.0,1.01,3
118,0.04,0.02,1.01,3
119,0.0,0.07,0.97,3
120,-0.04,0.01,1.08,3
121,0.01,0.05,0.99,3
122,0.04,0.01,1.02,3
123,0.04,0.02,1.0,3
124,0.04,0.03,1.0,3
125,0.04,0.03,1.0,3
126,0.04,0.02,1.0,3
127,0.04,0.03,1.0,3
128,0.04,0.03,1.0,3
129,0.04,0.03,1.0,3
130,0.04,0.02,1.0,3
131,0.04,0.03,1.0,3
