,duration,srcbytes,dstbytes,land,wrongfragment,urgent,hot,numfailedlogins,loggedin,numcompromised,rootshell,suattempted,numfilecreations,numshells,numaccessfiles,ishostlogin,count,srvcount,serrorrate,rerrorrate,samesrvrate,diffsrvrate,srvdiffhostrate,dsthostcount,dsthostsrvcount,dsthostdiffsrvrate,dsthostsamesrcportrate,dsthostsrvdiffhostrate,protocol_encoded,service_encoded,flag_encoded
32,0,303,555,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,0.0,0.0,1.0,0.0,0.0,9,255,0.0,0.11,0.01,80114.2882489848,6006.81136893252,20938.455295185224
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.5,1.0,0.0,255,1,0.31,0.28,0.0,80114.2882489848,90075.67057154624,0.0
34,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0.0,0.0,1.0,0.0,0.0,255,250,0.01,0.0,0.0,141.21503368238513,130.25666261196506,20938.455295185224
35,1,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,41,5,0.05,0.05,0.0,141.21503368238513,90075.67057154624,20938.455295185224
36,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,122,202,0.0,0.0,1.0,0.0,0.01,255,255,0.0,0.01,0.0,141.21503368238513,130.25666261196506,20938.455295185224
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,17,1.0,0.0,0.08,0.06,0.0,255,17,0.07,0.0,0.0,80114.2882489848,0.001838235294117647,0.02536512582135376
38,0,324,2302,0,0,0,0,0,1,0,0,0,0,0,0,0,22,28,0.0,0.0,1.0,0.0,0.14,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,13,1.0,0.0,0.06,0.07,0.0,255,13,0.07,0.0,0.0,80114.2882489848,0.001451378809869376,0.02536512582135376
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11,1.0,0.0,0.22,0.08,0.0,255,63,0.02,0.01,0.0,80114.2882489848,143597.02653061223,0.02536512582135376
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,12,1.0,0.0,0.05,0.06,0.0,255,9,0.07,0.0,0.0,80114.2882489848,0.001160092807424594,0.02536512582135376
42,2,1591,372,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,181,147,0.02,0.01,0.0,80114.2882489848,32667.764255435526,20938.455295185224
43,9052,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.5,0.5,0.0,255,2,0.66,0.99,0.0,141.21503368238513,312548.73411332874,20938.455295185224
44,0,290,3006,0,0,0,0,0,1,0,0,0,0,0,0,0,11,11,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,1.0,0.0,0.1,0.08,0.0,255,11,0.07,0.0,0.0,80114.2882489848,0.001834862385321101,0.02536512582135376
46,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,80,80,0.0,0.0,1.0,0.0,0.0,255,80,0.02,0.31,0.0,141.21503368238513,90075.67057154624,20938.455295185224
47,0,255,861,0,0,0,0,0,1,0,0,0,0,0,0,0,44,44,0.02,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
48,0,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,4,38,0.0,1.0,0.18,80114.2882489848,143597.02653061223,20938.455295185224
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,17,1.0,0.0,0.07,0.05,0.0,255,5,0.07,0.0,0.0,80114.2882489848,143597.02653061223,0.02536512582135376
50,0,302,498,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,131,255,0.0,0.01,0.04,80114.2882489848,6006.81136893252,20938.455295185224
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4,0.0,1.0,0.07,0.1,0.0,255,4,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.0
52,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,255,2,0.02,0.01,0.0,141.21503368238513,90075.67057154624,20938.455295185224
53,0,220,1398,0,0,0,0,0,1,0,0,0,0,0,0,0,26,42,0.0,0.0,1.0,0.0,0.05,26,255,0.0,0.04,0.03,80114.2882489848,6006.81136893252,20938.455295185224
54,0,43,69,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,0.0,0.0,1.0,0.0,0.0,255,245,0.01,0.01,0.0,141.21503368238513,130.25666261196506,20938.455295185224
55,0,44,133,0,0,0,0,0,0,0,0,0,0,0,0,0,73,75,0.0,0.0,1.0,0.0,0.03,122,212,0.02,0.88,0.01,141.21503368238513,130.25666261196506,20938.455295185224
56,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.0,0.0,1.0,0.0,1.0,2,46,0.0,1.0,0.26,342.9415600096595,11.793976429506765,20938.455295185224
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,9,1.0,0.0,0.07,0.06,0.0,255,11,0.07,0.0,0.0,80114.2882489848,0.05384615384615385,0.02536512582135376
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,1.0,0.0,0.5,0.08,0.0,255,59,0.04,0.0,0.0,80114.2882489848,392462.37577815505,0.02536512582135376
59,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,148,228,0.0,0.0,1.0,0.0,0.01,255,255,0.0,0.01,0.0,141.21503368238513,130.25666261196506,20938.455295185224
60,0,641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,175,48,0.02,0.25,0.04,80114.2882489848,143597.02653061223,20938.455295185224
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,4,0.0,1.0,0.02,0.06,0.0,255,4,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1,0.1,0.89,0.01,1.0,0.0,255,1,0.84,0.0,0.0,80114.2882489848,90075.67057154624,0.0
63,0,310,2794,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,10,0.0,1.0,0.16,0.08,0.0,255,10,0.07,0.0,0.0,80114.2882489848,90075.67057154624,0.0
65,0,696,333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,109,133,0.04,0.01,0.02,80114.2882489848,32667.764255435526,20938.455295185224
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,236,1,0.58,0.58,0.0,80114.2882489848,0.0024691358024691358,889347.3907476249
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,19,1.0,0.0,0.37,0.08,0.0,255,67,0.02,0.0,0.0,80114.2882489848,6006.81136893252,0.02536512582135376
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,7,0.0,1.0,0.06,0.06,0.0,255,6,0.07,0.0,0.0,80114.2882489848,0.0024691358024691358,0.0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,21,1.0,0.0,0.12,0.06,0.0,255,21,0.06,0.0,0.0,80114.2882489848,0.001838235294117647,0.02536512582135376
70,0,221,2878,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,21,58,0.0,0.05,0.03,80114.2882489848,6006.81136893252,20938.455295185224
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,16,1.0,0.0,0.11,0.06,0.0,255,31,0.05,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
72,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.67,0.67,0.0,255,93,0.01,0.46,0.0,342.9415600096595,134.14285714285714,20938.455295185224
73,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0.0,0.0,1.0,0.0,0.21,84,83,0.02,0.01,0.0,141.21503368238513,130.25666261196506,20938.455295185224
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,1.0,0.0,0.04,0.06,0.0,255,6,0.07,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
75,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,44,47,0.07,0.55,0.04,80114.2882489848,143597.02653061223,20938.455295185224
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,9,1.0,0.0,0.03,0.06,0.0,255,9,0.06,0.0,0.0,80114.2882489848,11.256544502617801,0.02536512582135376
77,0,210,2790,0,0,0,0,0,1,0,0,0,0,0,0,0,10,27,0.0,0.0,1.0,0.0,0.11,48,255,0.0,0.02,0.09,80114.2882489848,6006.81136893252,20938.455295185224
78,0,321,5683,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,168,255,0.0,0.01,0.04,80114.2882489848,6006.81136893252,20938.455295185224
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,8,0.0,1.0,0.03,0.06,0.0,255,8,0.07,0.0,0.0,80114.2882489848,90075.67057154624,0.0
80,0,329,3982,0,0,0,0,0,1,0,0,0,0,0,0,0,2,31,0.0,0.0,1.0,0.0,0.1,24,255,0.0,0.04,0.05,80114.2882489848,6006.81136893252,20938.455295185224
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,7,0.0,1.0,0.05,0.07,0.0,255,7,0.07,0.0,0.0,80114.2882489848,0.001451378809869376,0.0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,19,1.0,0.0,0.09,0.05,0.0,255,2,0.07,0.0,0.0,80114.2882489848,55.479789103690685,0.02536512582135376
83,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0.0,0.0,1.0,0.0,1.0,1,95,0.0,1.0,0.51,342.9415600096595,11.793976429506765,20938.455295185224
84,0,320,379,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,0.0,0.0,1.0,0.0,0.0,123,255,0.0,0.01,0.02,80114.2882489848,6006.81136893252,20938.455295185224
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,7,1.0,0.0,0.03,0.05,0.0,72,7,0.11,0.01,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
86,0,225,3762,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,13,1.0,0.0,0.05,0.06,0.0,255,1,0.07,0.0,0.0,80114.2882489848,789039.1043329532,0.02536512582135376
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,15,0.0,1.0,0.11,0.05,0.0,255,15,0.06,0.0,0.0,80114.2882489848,90075.67057154624,0.0
89,315,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.67,0.67,0.0,117,2,0.54,0.78,0.0,141.21503368238513,312548.73411332874,20938.455295185224
90,0,247,1416,0,0,0,0,0,1,0,0,0,0,0,0,0,11,11,0.0,0.0,1.0,0.0,0.0,156,255,0.0,0.01,0.09,80114.2882489848,6006.81136893252,20938.455295185224
91,0,353,1483,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,0.0,0.0,1.0,0.0,0.33,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
92,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,109,189,0.0,0.0,0.99,0.02,0.01,255,254,0.01,0.01,0.0,141.21503368238513,130.25666261196506,20938.455295185224
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,18,0.0,1.0,0.12,0.05,0.0,255,10,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,6,1.0,0.0,0.02,0.06,0.0,255,3,0.07,0.0,0.0,80114.2882489848,0.001834862385321101,0.02536512582135376
95,2,3065,331,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,243,119,0.02,0.0,0.02,80114.2882489848,32667.764255435526,20938.455295185224
96,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,7,1,0.29,0.14,0.0,141.21503368238513,312548.73411332874,20938.455295185224
97,0,259,750,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0.0,0.0,1.0,0.0,0.4,4,255,0.0,0.25,0.03,80114.2882489848,6006.81136893252,20938.455295185224
98,1082,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,255,2,0.42,0.86,0.0,141.21503368238513,312548.73411332874,20938.455295185224
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,16,1.0,0.0,0.12,0.05,0.0,255,12,0.05,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
100,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0.03,0.0,1.0,0.0,0.0,255,255,0.0,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
101,0,309,306,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,66,255,0.0,0.02,0.02,80114.2882489848,6006.81136893252,20938.455295185224
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,1.0,1.0,0.0,1.0,1,247,0.0,1.0,0.15,80114.2882489848,6006.81136893252,0.0
103,0,278,7227,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,0.0,153,255,0.0,0.01,0.05,80114.2882489848,6006.81136893252,20938.455295185224
104,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,82,82,0.0,0.0,1.0,0.0,0.0,255,182,0.29,0.71,0.0,141.21503368238513,90075.67057154624,20938.455295185224
105,0,313,761,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,43,255,0.0,0.02,0.03,80114.2882489848,6006.81136893252,20938.455295185224
106,0,219,1212,0,0,0,0,0,1,0,0,0,0,0,0,0,15,15,0.0,0.0,1.0,0.0,0.0,242,255,0.0,0.0,0.01,80114.2882489848,6006.81136893252,20938.455295185224
107,0,245,9165,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0.0,0.0,1.0,0.0,0.67,10,255,0.0,0.1,0.05,80114.2882489848,6006.81136893252,20938.455295185224
108,0,328,2243,0,0,0,0,0,1,0,0,0,0,0,0,0,21,21,0.0,0.0,1.0,0.0,0.0,21,255,0.0,0.05,0.04,80114.2882489848,6006.81136893252,20938.455295185224
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,23,249,0.0,0.04,0.1,80114.2882489848,6006.81136893252,0.0
110,0,251,301,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0.0,0.0,1.0,0.0,0.29,255,252,0.01,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
111,0,2089,335,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.0,0.0,0.5,1.0,1.0,255,152,0.03,0.0,0.0,80114.2882489848,32667.764255435526,20938.455295185224
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,6,255,0.0,0.17,0.21,80114.2882489848,6006.81136893252,0.0
113,0,237,511,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,3,255,0.0,0.33,0.01,80114.2882489848,6006.81136893252,20938.455295185224
114,0,324,431,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0.0,0.0,1.0,0.0,0.4,107,255,0.0,0.01,0.02,80114.2882489848,6006.81136893252,20938.455295185224
115,25950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0,1.0,0.0,0.0,255,2,0.69,1.0,0.0,80114.2882489848,90075.67057154624,889347.3907476249
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,17,0.0,1.0,0.15,0.05,0.0,255,17,0.07,0.0,0.0,80114.2882489848,0.001160092807424594,0.0
117,0,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.25,0.5,0.0,255,239,0.01,0.0,0.0,141.21503368238513,90075.67057154624,20938.455295185224
118,0,218,974,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,0.0,0.0,1.0,0.0,0.0,6,255,0.0,0.17,0.02,80114.2882489848,6006.81136893252,20938.455295185224
119,0,325,2649,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,0.0,0.0,1.0,0.0,0.0,107,255,0.0,0.01,0.01,80114.2882489848,6006.81136893252,20938.455295185224
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,20,0.0,1.0,0.08,0.07,0.0,255,20,0.07,0.0,0.0,80114.2882489848,0.001451378809869376,0.0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,19,0.0,1.0,0.07,0.07,0.0,255,19,0.08,0.0,0.0,80114.2882489848,0.0014084507042253522,0.0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,8,1.0,0.0,0.03,0.07,0.0,255,8,0.08,0.0,0.0,80114.2882489848,0.001834862385321101,0.02536512582135376
123,240,328,275,0,0,0,0,0,1,0,0,0,0,0,0,0,9,10,0.0,0.0,1.0,0.0,0.2,255,250,0.01,0.0,0.0,80114.2882489848,6006.81136893252,20938.455295185224
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,6,1.0,0.0,0.02,0.05,0.0,255,8,0.07,0.0,0.0,80114.2882489848,0.0014084507042253522,0.02536512582135376
125,0,9,138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,195,10,0.03,0.01,0.2,80114.2882489848,392462.37577815505,20938.455295185224
126,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,96,178,0.0,0.0,1.0,0.0,0.02,255,254,0.01,0.01,0.0,141.21503368238513,130.25666261196506,20938.455295185224
127,1,1079,334,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,138,167,0.03,0.01,0.01,80114.2882489848,32667.764255435526,20938.455295185224
128,0,45,139,0,0,0,0,0,0,0,0,0,0,0,0,0,79,159,0.0,0.0,1.0,0.0,0.01,255,254,0.01,0.0,0.0,141.21503368238513,130.25666261196506,20938.455295185224
129,26,273,903,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,176,49,0.02,0.01,0.0,80114.2882489848,789039.1043329532,20938.455295185224
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,20,1.0,0.0,0.11,0.06,0.0,255,20,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,5,0.0,1.0,0.04,0.06,0.0,255,1,0.07,0.0,0.0,80114.2882489848,0.0,0.0
132,0,237,138,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,2,2,0.0,0.5,0.0,80114.2882489848,6006.81136893252,20938.455295185224
133,0,225,1357,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,5,255,0.0,0.2,0.02,80114.2882489848,6006.81136893252,20938.455295185224
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,7,1.0,0.0,0.06,0.06,0.0,255,7,0.08,0.0,0.0,80114.2882489848,90075.67057154624,0.02536512582135376
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,20,1.0,0.0,0.08,0.06,0.0,255,7,0.07,0.0,0.0,80114.2882489848,0.001838235294117647,0.02536512582135376
136,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.33,0.67,0.0,255,1,0.61,0.97,0.0,141.21503368238513,312548.73411332874,20938.455295185224
137,0,262,1011,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.0,0.0,1.0,0.0,0.5,94,255,0.0,0.02,0.01,80114.2882489848,6006.81136893252,20938.455295185224
